Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip,LAT,LONG,isGovernment,isSatellite,Facility Type,Specialties,Conditions,Registered Outsourcer,Accreditations,URL
VIBRA HOSPITAL OF SACRAMENTO PHARMACY IV ROOM,LSC 100037,Sterile Compounding Pharmacy,CLEAR,2025-09-01,FOLSOM,CA,SACRAMENTO,95630,38.666597,-121.141635,False,False,Medical Facility,,,,,
VIBRA HOSPITAL OF SAN BERNARDINO LLC,LSC 99987,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SAN BERNARDINO,CA,SAN BERNARDINO,92411,34.122501,-117.320138,False,False,Medical Facility,,,,,
VICTOR VALLEY GLOBAL MEDICAL CENTER,LSC 100019,Sterile Compounding Pharmacy,CLEAR,2025-10-01,VICTORVILLE,CA,SAN BERNARDINO,92395,34.501472,-117.292048,False,False,Medical Facility,,,,,
VIVE RX INC,LSC 101612,Sterile Compounding Pharmacy,CLEAR,2025-02-01,LOS ANGELES,CA,LOS ANGELES,90045,33.942108,-118.417488,False,False,Infusion Center,,,,,
VLS PHARMACY INC,NSC 101214,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-11-01,BROOKLYN,NY,,11220,40.641221, -74.016862,False,False,Sterile Compounding Pharmacy,"Ophthalmology, Dermatology, Functional Medicine, Integrative Medicine, Pain Management, Pediatrics",,False,"PSSNY, ACAM, I4FM, A4PC, USPC, NABP",https://newdrugloft.com
WASHINGTON HOSPITAL PHARMACY,LSE 100187,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,FREMONT,CA,ALAMEDA,94538,37.501368,-121.956753,True,False,Medical Facility,,,,,
WATSONVILLE COMMUNITY HOSPITAL PHARMACY,LSC 101794,Sterile Compounding Pharmacy,CLEAR,2025-08-01,WATSONVILLE,CA,SANTA CRUZ,95076,36.946256,-121.756479,False,False,Medical Facility,,,,,
WEDGEWOOD PHARMACY LLC,NSC 101920,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-04-01,LEXINGTON,KY,,40511,38.140290, -84.461610,False,False,Veterinary Only,,,,,
WEDGEWOOD PHARMACY LLC,LSC 101921,Sterile Compounding Pharmacy,CLEAR,2025-04-01,BAKERSFIELD,CA,KERN,93311,35.192404,-119.175866,False,False,Veterinary Only,,,,,
WEDGEWOOD PHARMACY LLC,NSC 101919,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-04-01,SWEDESBORO,NJ,,08085,39.761129, -75.324060,False,False,Veterinary Only,,,,,
WEDGEWOOD PHARMACY LLC,NSC 101918,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-04-01,SCOTTSDALE,AZ,,85251,33.493513,-111.919239,False,False,Veterinary Only,,,,,
WELLNESS CENTER PHARMACY INC DBA DESIGNER DRUGS,NSC 100938,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-11-01,CHATTANOOGA,TN,,37421,35.030496, -85.145780,False,False,Sterile Compounding Pharmacy,"Weight Loss, Ophthalmology, Hormone Replacement Therapy (HRT), Mental Health, Dermatology, Anti-Aging","Cataracts, Chronic Pain, Depression, PTSD, OCD, Anxiety, Substance Abuse Disorder (SUD), Behavioral Addiction",False,"MMI, PCCA, A4PC",https://designerdrugs.us
WELLSCRIPT,LSC 100178,Sterile Compounding Pharmacy,CLEAR,2025-06-01,REDDING,CA,SHASTA,96001,40.601778,-122.454973,False,False,Infusion Center,,,,,
WEST ANAHEIM MEDICAL CENTER,LSC 101464,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ANAHEIM,CA,ORANGE,92804,33.818246,-117.974985,False,False,Medical Facility,,,,,
WHITE MEMORIAL MEDICAL CENTER DBA ADVENTIST HEALTH WHITE MEMORIAL,LSC 100146,Sterile Compounding Pharmacy,CLEAR,2025-07-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,False,False,Medical Facility,,,,,
WHITTIER HOSPITAL MEDICAL CENTER,LSC 101408,Sterile Compounding Pharmacy,CLEAR,2026-01-01,WHITTIER,CA,LOS ANGELES,90605,33.950295,-118.024352,False,False,Medical Facility,,,,,
"WOMENS INTERNATIONAL PHARMACY, INC. DBA BELMAR PHARMACY",NSC 101754,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-03-01,YOUNGTOWN,AZ,,85363,33.584969,-112.304916,False,False,Sterile Compounding Pharmacy,"Weight Loss, IV Vitamin Therapy, Hormone Replacement Therapy (HRT), Anti-Aging","Thyroid Disease, Menopause, Vaginitis",False,LegitScript,https://womensinternational.com
WOODLAND MEMORIAL HOSPITAL STERILE COMPOUNDING SUITE,LSC 101509,Sterile Compounding Pharmacy,CLEAR,2025-02-01,WOODLAND,CA,YOLO,95695,38.687045,-121.857077,False,False,Medical Facility,,,,,
